"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"80";"AlmightyCatz";"6002803300";"6000007474";"2788861";"7400";"308544";"504086";"2151";"234.34961";"0.21448371";"240";"144";"1.6666666";"1167315.5";"2785136";"171";"6000017886";"0";"521.46735";"36.839058";"2701.4355";"107";"0"
"81";"LoneDeity";"1000018890";"1000015774";"822";"2328";"55715";"796";"292";"2.7260275";"0.22029181";"75";"53";"1.4150944";"1076929.6";"22";"152";"1000018438";"251";"124.18154";"14.25138";"792.1843";"0";"27"
"82";"MorrisFam_";"1000002057";"1000000221";"1046";"820";"60972";"944";"258";"3.6589148";"0.18794608";"20";"58";"0.3448276";"984060.25";"100";"161";"1000001354";"14";"42.174793";"10.015475";"1526.869";"428";"0"
"83";"BLACKSTEEL718";"1000000377";"1000000250";"111";"131";"65883";"87";"744";"0.116935484";"0.11122086";"21";"73";"0.28767124";"910705.6";"-1";"1";"1000000377";"0";"106.47834";"76.08683";"83.80481";"0";"0"
"84";"Cyzxn";"10083010997";"10082998076";"7479";"6464";"673809";"-4569318";"5020537";"-0.9101254";"0.14230949";"259";"468";"0.5534188";"897851.8";"836";"351";"10083009227";"163";"435.40353";"27.122913";"5047.22";"360";"60"
"85";"NiiGhTMaR3Xx";"30705120724";"30705071123";"28823";"24375";"2084292";"27728";"12161";"2.2800756";"0.17702112";"696";"2733";"0.2546652";"883900.75";"3605";"2284";"30705112280";"1341";"2148.584";"295.9279";"48469.176";"899";"315"
"86";"WarOracIe-";"2100264317";"2100257669";"4083";"3183";"155859";"420423865";"-420419320";"4.20423872E8";"0.16722128";"163";"173";"0.94219655";"808524.8";"2000000421";"442";"100263271";"0";"194.46033";"7.53101";"2047.8948";"55";"128"
"87";"KingMilo360";"1000003";"1000000";"0";"3";"82";"0";"0";"0.0";"0.060606062";"0";"1";"0.0";"731709.5";"0";"0";"1000003";"0";"0.18161559";"0.0";"0.0";"0";"0"
"88";"Danish_Izzat1104";"5000793280";"5000008220";"780592";"5359";"452781";"3213";"4744";"0.67727655";"0.17380087";"168";"383";"0.4386423";"662677.06";"620";"151";"5000791319";"126";"841.2364";"325.23618";"4308.61";"159";"905"
"89";"finalsk8r";"2104170637";"2103883098";"281793";"6181";"198609";"86884";"2211";"39.296246";"0.1605589";"302";"307";"0.9837133";"635672.3";"275194";"117";"2103895248";"0";"259.3298";"10.546204";"4499.6523";"78";"0"
"90";"Vladrigar";"1100557983";"1100553230";"2385";"2638";"116158";"2188";"961";"2.276795";"0.21020178";"68";"134";"0.5074627";"568479.8";"149";"324";"1100556364";"634";"225.39445";"34.332417";"1466.995";"308";"204"
"91";"ThePurpleDope";"2000010009";"2000004774";"1839";"3542";"211824";"1781";"968";"1.839876";"0.23074554";"169";"290";"0.5827586";"566510.9";"1056";"4";"2000008602";"164";"202.15514";"53.70931";"1174.797";"0";"183"
"92";"HeX_0x00";"1002077842";"3149559173";"3148185243";"991";"110033";"956930123";"1535";"623407.25";"0.16468136";"54";"159";"0.33962265";"546424.0";"30";"1000700016";"1377690";"3";"265.9669";"5.839447";"313.06354";"103";"0"
"93";"DAnTe--KiNG";"1000006775";"1000003679";"1949";"1545";"114352";"1846";"1493";"1.2364367";"0.17621917";"48";"116";"0.41379312";"524699.25";"566";"258";"1000005697";"112";"279.87524";"27.53181";"1092.6707";"14";"128"
"94";"ssharitt";"100000136";"100000025";"19";"106";"11459";"18";"154";"0.116883114";"0.07623123";"2";"13";"0.15384616";"523606.6";"-1";"0";"100000137";"0";"18.89732";"16.705687";"59.396187";"0";"0"
"95";"YourNotGoodEnoug";"1603364442";"1603356066";"5699";"4015";"188806";"6138";"1862";"3.2964554";"0.15877257";"91";"224";"0.40625";"509527.62";"366";"138";"1603363554";"0";"268.50394";"19.765575";"4443.336";"74";"310"
"96";"SiideSwiipe-";"4379610002";"4379581741";"14607";"14409";"516804";"13851";"4365";"3.1731958";"0.22524388";"309";"441";"0.70068026";"508464.72";"3328";"828";"4379603315";"81";"1144.4642";"132.40506";"6875.785";"1760";"690"
"97";"JACK--MATADOR--";"1000003196";"1000001353";"849";"1186";"119991";"754";"1378";"0.5471698";"0.13528";"30";"132";"0.22727273";"500039.1";"168";"135";"1000002620";"224";"176.88559";"60.284508";"607.31866";"37";"12"
"98";"MaddoxZeroQ";"2000007994";"1000004581";"1000002267";"1575";"250526";"1000002110";"3702";"270124.8";"0.17948373";"80";"402";"0.19900498";"478994.12";"324";"2000000000";"7137";"195";"411.5405";"197.61987";"3502.1597";"66";"272"
"99";"bubilu70";"250023";"250000";"0";"23";"32";"100000";"3";"33333.332";"0.0";"0";"0";"0.0";"468793.1";"0";"250023";"0";"0";"0.010974291";"0.0";"1.6318809";"0";"0"
"100";"II-Cyrax-Il";"1001296756";"1000003522";"1291165";"2124";"130690";"379";"272";"1.3933823";"0.08317121";"129";"162";"0.7962963";"459697.03";"4";"0";"1001296631";"1";"50.739964";"5.232621";"1286.5958";"22";"98"
"101";"Ragoi";"6302099427";"6302075530";"12054";"14648";"862546";"-1294655619";"10680";"-121222.44";"0.18167451";"534";"1130";"0.47256637";"438383.53";"1003915";"2000001833";"4301092410";"336";"1969.7422";"254.7909";"7329.42";"445";"488"
"102";"Depth_Tezzii";"1002951840";"1000554789";"2394718";"2645";"141016";"46922";"17097";"2.7444582";"0.16087401";"179";"196";"0.9132653";"426739.6";"56";"0";"1002951650";"0";"183.05728";"26.809006";"1872.2794";"134";"0"
"103";"zv_nik";"2001732227";"2001104875";"623869";"3791";"373852";"4241";"2957";"1.4342239";"0.22221385";"200";"662";"0.3021148";"321260.62";"826027";"792";"2000629724";"275048";"520.41736";"18.05885";"1686.6675";"121";"515"
"104";"zverevdenis";"1000287972";"1000283984";"1759";"2583";"190466";"1001648";"1284";"780.0997";"0.19674821";"147";"394";"0.37309644";"315107.56";"617";"23";"1000286881";"2";"210.72202";"32.490486";"1012.3417";"228";"221"
"105";"GodofWH";"1000010381";"1000003185";"3802";"3700";"193610";"3624";"988";"3.6680162";"0.21598648";"76";"135";"0.56296295";"309904.56";"239";"480";"1000008959";"44";"392.69418";"14.033148";"1947.113";"591";"68"
"106";"TribalFighter";"2000015215";"2000004090";"3411";"8090";"395925";"3193";"999";"3.196196";"0.14837287";"244";"164";"1.4878049";"303090.0";"722";"690";"2000008351";"4252";"278.39545";"38.589104";"3121.2463";"176";"1024"
"107";"ll-ViiRuSS-ll";"1000830948";"1000551873";"277381";"2023";"203028";"277260";"1746";"158.79726";"0.22869086";"53";"241";"0.21991701";"295771.3";"115";"71";"1000830505";"0";"288.10132";"26.876867";"1966.5784";"237";"20"
"108";"oshun1234";"275003";"275000";"0";"3";"59";"0";"2";"0.0";"0.0";"1";"1";"1.0";"279664.06";"275003";"0";"0";"0";"0.08725269";"0.0";"0.0";"0";"0"
"109";"LlCKtheCLlT";"2000037155";"1000013031";"1000008872";"16280";"442911";"1000008572";"2310";"432904.16";"0.25361767";"229";"168";"1.3630953";"270939.8";"4893";"2000000276";"25430";"3320";"639.84186";"79.44103";"9756.675";"341";"2895"
"110";"Oshun-1";"4895558112";"4895540823";"6846";"11061";"1126881";"3956";"2291";"1.7267569";"0.16165923";"476";"1153";"0.41283607";"260660.61";"562";"32";"4895557083";"353";"1501.4836";"156.68875";"4215.3643";"15";"67"
"111";"x3nvious-II";"3022214";"3000000";"32000";"218";"716";"32000";"10004";"3.1987205";"0.9989688";"5";"0";"5.0";"253258.16";"0";"0";"3022214";"0";"3.1808972";"0.0";"0.0";"0";"0"
"112";"Wafflemix";"190000";"100000";"100000";"0";"47";"1550000";"0";"1550000.0";"0.0";"0";"0";"0.0";"242553.19";"0";"0";"190000";"0";"0.03468172";"0.0";"0.0";"0";"0"
"113";"gargola2014";"2000013855";"2000007452";"3262";"4127";"499516";"2746";"5738";"0.47856396";"0.16756094";"128";"490";"0.26122448";"240234.2";"75";"40";"2000013324";"122";"955.70636";"468.0869";"2348.0464";"19";"275"
