"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"78";"XxFuxItXx";"2000192950";"2000086541";"75362";"46257";"5070832";"70231";"74393";"0.9440539";"0.115843564";"2156";"5920";"0.36418918";"23667.037";"5840";"1232";"2000182712";"66";"12300.817";"2181.6719";"48526.676";"2743";"357"
"79";"JPO2011";"2000140506";"2000076836";"27094";"43513";"2508290";"25360";"25576";"0.99155456";"0.18004067";"1271";"2336";"0.5440925";"47844.723";"2909";"3000";"2000129898";"2905";"3603.4802";"1965.4111";"25527.59";"916";"878"
"80";"PaulJWaul";"2000096846";"2000061145";"23230";"15456";"2538392";"19509";"20124";"0.96943945";"0.21772516";"668";"1192";"0.5604027";"47276.312";"32";"382";"2000094414";"1501";"4758.6597";"3459.8882";"5348.9287";"110";"407"
"81";"Outcast26";"2000137495";"2000060844";"31609";"53195";"4883487";"27632";"50597";"0.54611933";"0.2049949";"1567";"4147";"0.37786353";"24574.293";"2000002051";"8606";"105628";"18008";"6873.6797";"6512.5977";"8605.315";"1369";"1833"
"82";"mullet1977";"2000022423";"2000010409";"5481";"7539";"886137";"4696";"7532";"0.62347317";"0.1775145";"292";"1064";"0.2744361";"135420.75";"158";"1665";"2000016441";"3586";"1489.2328";"886.6957";"7660.257";"296";"277"
"83";"gargola2014";"2000013855";"2000007452";"3262";"4127";"499516";"2746";"5738";"0.47856396";"0.16756094";"128";"490";"0.26122448";"240234.2";"75";"40";"2000013324";"122";"955.70636";"468.0869";"2348.0464";"19";"275"
"84";"BrrickkSquad";"2000014625";"2000005208";"4976";"4683";"511697";"4814";"1331";"3.6168294";"0.14740586";"103";"630";"0.16349207";"234515.5";"794";"147";"2000013430";"173";"218.37825";"41.70084";"12717.962";"80";"1"
"85";"bIxssthefall";"-294960367";"2000005100";"2000001063";"847";"76269";"1026";"422";"2.4312797";"0.16867658";"36";"91";"0.3956044";"-232042.12";"49";"63";"-294960479";"0";"70.65809";"1.8363085";"1681.9437";"0";"0"
"86";"ThePurpleDope";"2000010009";"2000004774";"1839";"3542";"211824";"1781";"968";"1.839876";"0.23074554";"169";"290";"0.5827586";"566510.9";"1056";"4";"2000008602";"164";"202.15514";"53.70931";"1174.797";"0";"183"
"87";"TribalFighter";"2000015215";"2000004090";"3411";"8090";"395925";"3193";"999";"3.196196";"0.14837287";"244";"164";"1.4878049";"303090.0";"722";"690";"2000008351";"4252";"278.39545";"38.589104";"3121.2463";"176";"1024"
"88";"Billy_TheGoat08";"2000329434";"2000003084";"324677";"1690";"32760";"505032907";"136";"3713477.2";"0.1283538";"117";"37";"3.162162";"3663607.0";"21";"96";"2000329267";"0";"29.121563";"0.4461778";"340.3091";"50";"0"
"89";"GetGoodAsapNoob";"2000588718";"2000000975";"587648";"155";"7578";"680259";"51";"13338.412";"0.10811315";"5";"12";"0.41666666";"1.5839973E7";"0";"0";"2000588718";"0";"10.096149";"0.43231758";"201.80072";"0";"0"
"90";"reesie2011";"2000002026";"2000000947";"386";"808";"91155";"347";"1142";"0.3038529";"0.1995475";"23";"60";"0.38333333";"1316440.4";"13";"9";"2000002004";"0";"164.16895";"237.90488";"83.63913";"0";"0"
"91";"BlackDimond_2004";"2000000336";"2000000122";"211";"26";"22944";"199";"487";"0.40862423";"0.23911683";"3";"37";"0.08108108";"5230126.5";"91";"0";"2000000238";"0";"50.832832";"6.8959885";"17.078608";"0";"7"
"92";"Faze_GotYou-_-";"5000000248";"2000000005";"3000000076";"178";"7001";"-1294967230";"29";"-4.465404E7";"0.14882308";"5";"0";"5.0";"4.285102E7";"0";"5000000037";"211";"0";"17.437477";"0.89895046";"16.793095";"0";"0"
"93";"kinkmangc";"1622505479";"1921933548";"-99730323";"-99673800";"14805900";"245728";"181509";"1.3538061";"0.18468912";"5627";"5025";"1.119801";"6575.1035";"1269";"48150";"1622421644";"33490";"21905.807";"11668.781";"282003.8";"263";"663"
"94";"davesaces";"3596716770";"1898673369";"1898022067";"-99965871";"1405033";"1898020663";"102028222";"18.602898";"0.20399363";"651";"1538";"0.423277";"153592.84";"2124";"1525";"3596707689";"3732";"2559.9238";"388.98477";"5616.336";"56";"1644"
"95";"conorf2000";"701308447";"1801197306";"-1099944237";"76419";"4194881";"-99947702";"2000039900";"-0.049972855";"0.21160053";"2083";"3779";"0.551204";"10030.918";"6653";"75130";"701203505";"13245";"6954.0537";"3070.6753";"30473.17";"7913";"2001"
"96";"griffindent";"1800772863";"1800647726";"78988";"51402";"4028417";"73628";"46925";"1.569057";"0.21083507";"1470";"4466";"0.3291536";"26821.05";"16253";"746278625";"1054465105";"1769";"9609.888";"1086.2437";"41067.11";"7774";"3337"
"97";"XL-SoNiCbOoM-XL";"1577322401";"1777157362";"101368";"-99928861";"2661222";"1241";"31745";"0.03909277";"0.8780311";"1131";"2426";"0.46619952";"35562.363";"4834";"-163799661";"1741112672";"1559";"5659.5938";"827.70264";"31826.365";"2100";"897"
"98";"wexefxy";"1705038206";"1705034363";"504";"3378";"40810";"32630";"1746";"18.68843";"0.15547715";"289";"69";"4.188406";"2506794.8";"3";"3019";"1705035184";"0";"25.419333";"1.5593773";"305.1343";"0";"0"
